claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
IN skincare retail_price,2350.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/dr-melaxin-peel-shot-exfoliating-kojic-acid-turmeric-serum-80-ml-14322265,2026-08-09,HIGH,[PREMIUM-SKIN] Dr.Melaxin Peel Shot Exfoliating Kojic Acid Turmeric Serum (80 ml) - Tira. LIST Rs2350 (=US$24.42 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2115 on 2026-08-09 (10.0% off list). Brand group: korean (Dr. Melaxin). Format: serum_pigmentation_brightening. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2350.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/dr-melaxin-tx-astaxanthin-triple-brightening-jelly-serum-30-ml-14322269,2026-08-09,HIGH,[PREMIUM-SKIN] Dr.Melaxin Tx-Astaxanthin Triple Brightening Jelly Serum (30 ml) - Tira. LIST Rs2350 (=US$24.42 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2115 on 2026-08-09 (10.0% off list). Brand group: korean (Dr. Melaxin). Format: serum_pigmentation_brightening. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2350.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/farmacy-beauty-honey-halo-ceramide-moisturizer-15-ml-15670754,2026-08-09,HIGH,[PREMIUM-SKIN] Farmacy Beauty Honey Halo Ceramide Moisturizer (15 ml) - Tira. LIST Rs2350 (=US$24.42 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2350 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2350.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/the-face-shop-pomegranate-collagen-volume-firming-cream/p/15488201?productId=15488201&pps=13,2026-08-09,HIGH,[PREMIUM-SKIN] The Face Shop Pomegranate Collagen Volume Firming Cream - Nykaa. LIST Rs2350 (=US$24.42 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1880 on 2026-08-09 (20.0% off list). Brand group: korean (The Face Shop). Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2300.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/cosrx-advanced-snail-peptide-eye-cream/p/9107261?productId=9107261&pps=9,2026-08-09,HIGH,[PREMIUM-SKIN] COSRX Advanced Snail Peptide Eye Cream - Nykaa. LIST Rs2300 (=US$23.9 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1840 on 2026-08-09 (20.0% off list). Brand group: korean (COSRX). Format: eye_lip. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2300.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/cosrx-the-retinol-0-1-cream/p/10703458?productId=10703458&pps=17,2026-08-09,HIGH,[PREMIUM-SKIN] COSRX The Retinol 0.1 Cream - Nykaa. LIST Rs2300 (=US$23.9 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1610 on 2026-08-09 (30.0% off list). Brand group: korean (COSRX). Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2300.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/medicube-pdrn-pink-peptide-serum/p/25327574?productId=25327574&pps=3,2026-08-09,HIGH,[PREMIUM-SKIN] Medicube PDRN Pink Peptide Serum - Nykaa. LIST Rs2300 (=US$23.9 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1955 on 2026-08-09 (15.0% off list). Brand group: korean (Medicube). Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2300.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/medicube-pdrn-pink-peptide-serum-30-ml-8845770,2026-08-09,HIGH,[PREMIUM-SKIN] medicube PDRN Pink Peptide Serum (30 ml) - Tira. LIST Rs2300 (=US$23.9 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2185 on 2026-08-09 (5.0% off list). Brand group: korean (Medicube). Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2299.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/mizon-hyalugen-gel-le-lift-cream-50ml-8656178,2026-08-09,HIGH,[PREMIUM-SKIN] Mizon Hyalugen Gel Le Lift Cream (50 ml) - Tira. LIST Rs2299 (=US$23.89 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2069 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2299.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/round-lab-pine-calming-cica-ampule/p/19410633?productId=19410633&pps=53,2026-08-09,HIGH,[PREMIUM-SKIN] Round Lab Pine Calming Cica Ampule - Nykaa. LIST Rs2299 (=US$23.89 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1839 on 2026-08-09 (20.0% off list). Brand group: other_observed. Format: other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2290.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/the-face-shop-white-seed-brightening-lotion/p/15488202?productId=15488202&pps=3,2026-08-09,HIGH,[PREMIUM-SKIN] The Face Shop White Seed Brightening Lotion - Korean Moisturizer With Niacinamide for Even Skin Tone - Nykaa. LIST Rs2290 (=US$23.8 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1603 on 2026-08-09 (30.0% off list). Brand group: korean (The Face Shop). Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2250.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/clinique-moisture-surge-intense-72h-lipid-replenishing-hydrator-30ml-2e9oertlu4a,2026-08-09,HIGH,[PREMIUM-SKIN] CLINIQUE Moisture Surge Intense 72H Lipid Replenishing Hydrator (30ml) - Tira. LIST Rs2250 (=US$23.38 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2250 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Clinique). Format: other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2250.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/clinique-moisture-surge-100h-auto-replenishing-hydrator/p/1129289?productId=1129289&pps=1,2026-08-09,HIGH,[PREMIUM-SKIN] Clinique Moisture Surge 100h Auto-replenishing Hydrator (Moisturizer) - Nykaa. LIST Rs2250 (=US$23.38 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2250 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Clinique). Format: other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2250.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/numbuzin-no-1-pantothenic-b5-active-soothing-serum/p/17354852?productId=17354852&pps=30,2026-08-09,HIGH,[PREMIUM-SKIN] Numbuzin No.1 Pantothenic B5 Active Soothing Serum - Nykaa. LIST Rs2250 (=US$23.38 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2025 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2250.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/the-face-shop-pomegranate--collagen-volume-lifting-serum-80ml-5ccwqtsovyf,2026-08-09,HIGH,[PREMIUM-SKIN] The Face Shop Collagen & Pomegranate Serum - Best Anti Aging Korean Serum with Panthenol (80 ml) - Tira. LIST Rs2250 (=US$23.38 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1912 on 2026-08-09 (15.0% off list). Brand group: korean (The Face Shop). Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2250.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/the-face-shop-pomegranate-collagen-volume-firming-serum/p/15488205?productId=15488205&pps=19,2026-08-09,HIGH,[PREMIUM-SKIN] The Face Shop Pomegranate Collagen Volume Firming Serum - Nykaa. LIST Rs2250 (=US$23.38 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1913 on 2026-08-09 (15.0% off list). Brand group: korean (The Face Shop). Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2240.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/laneige-water-sleeping-mask-ad/p/22169640?productId=22169640&pps=14,2026-08-09,HIGH,[PREMIUM-SKIN] LANEIGE Water Sleeping Mask - Nykaa. LIST Rs2240 (=US$23.28 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2016 on 2026-08-09 (10.0% off list). Brand group: korean (Laneige). Format: mask_exfoliant. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2230.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/paula-s-choice-skin-balancing-pore-reducing-toner-190-ml-9462046,2026-08-09,HIGH,[PREMIUM-SKIN] PAULA'S CHOICE Skin Balancing Pore-Reducing Toner (190 ml) - Tira. LIST Rs2230 (=US$23.17 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2230 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Paula's Choice). Format: toner_essence. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2230.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/paula-s-choice-skin-balancing-pore-reducing-toner/p/20193207?productId=20193207&pps=10,2026-08-09,HIGH,[PREMIUM-SKIN] Paula's Choice Skin Balancing Pore-Reducing Toner - Nykaa. LIST Rs2230 (=US$23.17 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2230 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Paula's Choice). Format: toner_essence. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/clinique-moisture-surge-lip-hydro-plump-treatment-10ml-hvmf5dtnlms,2026-08-09,HIGH,[PREMIUM-SKIN] CLINIQUE Moisture Surge Lip Hydro Plump Treatment (10 ml) - Tira. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2200 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Clinique). Format: eye_lip. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/fixderma-skin-brightening-complex/p/6174299?productId=6174299&pps=21,2026-08-09,HIGH,"[PREMIUM-SKIN] FCL Skin Brightening Complex Cream, Improves Skin Texture, Hyaluronic Acid, Alpha Arbutin - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1980 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/innisfree-green-tea-seed-serum/p/1272752?productId=1272752&skuId=5879598&pps=12,2026-08-09,HIGH,[PREMIUM-SKIN] Innisfree Green Tea Seed Serum - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1980 on 2026-08-09 (10.0% off list). Brand group: korean (Innisfree). Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/luxaderme-ultra-brightening-face-serum/p/17755089?productId=17755089&pps=50,2026-08-09,HIGH,[PREMIUM-SKIN] LuxaDerme Ultra Brightening Face Serum - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2002 on 2026-08-09 (9.0% off list). Brand group: other_observed. Format: serum_pigmentation_brightening. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/medicube-pdrn-pink-cica-soothing-toner/p/25327575?productId=25327575&pps=5,2026-08-09,HIGH,[PREMIUM-SKIN] Medicube PDRN Pink Cica Soothing Toner - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1870 on 2026-08-09 (15.0% off list). Brand group: korean (Medicube). Format: toner_essence. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/medicube-zero-pore-pad-2-0-having-70-pads/p/25327551?productId=25327551&pps=8,2026-08-09,HIGH,[PREMIUM-SKIN] Medicube Zero Pore Pad 2.0 - 70 Pads - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1870 on 2026-08-09 (15.0% off list). Brand group: korean (Medicube). Format: mask_exfoliant. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/medicube-zero-pore-pad-mild-having-70pcs/p/25327552?productId=25327552&pps=18,2026-08-09,HIGH,[PREMIUM-SKIN] Medicube Zero Pore Pad Mild - 70 Pads - Nykaa. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1870 on 2026-08-09 (15.0% off list). Brand group: korean (Medicube). Format: mask_exfoliant. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/mizon-good-bye-blemish-low-ph-cleanser-55ml-8656177,2026-08-09,HIGH,[PREMIUM-SKIN] Mizon Good Bye Blemish Low pH Cleanser (55 ml) - Tira. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1980 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: cleanser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2200.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/medicube-zero-pore-pad-2-0-155-g-70-pads-8845746,2026-08-09,HIGH,[PREMIUM-SKIN] medicube Zero Pore Pad 2.0 (155 g - 70 Pads) - Tira. LIST Rs2200 (=US$22.86 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2090 on 2026-08-09 (5.0% off list). Brand group: korean (Medicube). Format: mask_exfoliant. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/bioderma-sebium-smoothing-concentrate-night-peel-40ml-iq1qtuma0q6,2026-08-09,HIGH,[PREMIUM-SKIN] Bioderma Sebium Night Peel For Oily Acne Prone Skin With Glycolic Acid - Reduces Blemishes (40ml) - Tira. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2199 on 2026-08-09 (0.0% off list). Brand group: other_foreign (Bioderma). Format: mask_exfoliant. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/celimax-dual-barrier-boosting-serum/p/9887669?productId=9887669&pps=45,2026-08-09,HIGH,"[PREMIUM-SKIN] Celimax Dual Barrier Boosting Serum, Hydrates, Calms & Repairs with Ceramides - Nykaa. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1869 on 2026-08-09 (15.0% off list). Brand group: other_observed. Format: serum_other. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/celimax-the-vita-a-retinol-shot-tightening-korean-booster/p/19437763?productId=19437763&pps=42,2026-08-09,HIGH,"[PREMIUM-SKIN] Celimax The Vita-A Retinal Shot Tightening Booster, For Anti-Aging, Dark Spots & Wrinkles - Nykaa. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2089 on 2026-08-09 (5.0% off list). Brand group: other_observed. Format: serum_pigmentation_brightening. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation."
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/cetaphil-optimal-healthy-renew-eye-serum/p/25018645?productId=25018645&pps=12,2026-08-09,HIGH,[PREMIUM-SKIN] Cetaphil Healthy Renew Eye Serum - Nykaa. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1935 on 2026-08-09 (12.0% off list). Brand group: other_foreign (Cetaphil). Format: eye_lip. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Tira product listing,https://www.tirabeauty.com/product/mizon-intensive-firming-solution-collagen-power-lifting-cream-75-ml-7607964,2026-08-09,HIGH,[PREMIUM-SKIN] Mizon Intensive Firming Solution Collagen Power Lifting Cream (75 ml) - Tira. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs1979 on 2026-08-09 (10.0% off list). Brand group: other_observed. Format: moisturiser. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
IN skincare retail_price,2199.0,inr,INR,IN,skincare,2026,CY,MRP,Nykaa product listing,https://www.nykaa.com/tbc-the-bath-and-care-centi-bright-tx-radiance-boost-ampoule/p/21713418?productId=21713418&pps=56,2026-08-09,HIGH,[PREMIUM-SKIN] Tbc The Bath And Care Centi Bright Tx Radiance Boost Ampoule - Nykaa. LIST Rs2199 (=US$22.85 at 96.23 INR/USD pinned 2026-07-21); STREET Rs2199 on 2026-08-09 (0.0% off list). Brand group: other_observed. Format: serum_pigmentation_brightening. ORGANISED online retail. MRP embeds 25-45% trade margin (CLAUDE.md rule 10) - normalise before reconciling against net realisation.
